supermarket,category,name,price,reference_price,reference_unit,insert_date
dia-es,congelados,Helado sabor vainilla TEMPTATION  TARRINA 500 GR,2.49,4.98,kg,2023-07-10
dia-es,congelados,Helado de yogur sabor fresa y frambuesa 6 unidades TEMPTATION  ESTUCHE 312 GR,2.49,7.98,kg,2023-07-10
dia-es,congelados,Helado cono sabor vainilla 6 unidades CORNETTO   ESTUCHE 360 GR,4.99,13.86,kg,2023-07-10
dia-es,congelados,Helado cono clásico 6 unidades CORNETTO   CAJA 360 GR,4.99,13.86,kg,2023-07-10
dia-es,congelados,Helado bloque sabor turrón TEMPTATION  CAJA 525 GR,2.79,5.31,kg,2023-07-10
dia-es,congelados,Helado pirulo mikolápiz 5 unidades NESTLE   CAJA 250 GR,5.19,20.76,kg,2023-07-10
dia-es,congelados,Hielo para mojitos LA CONFIANZA   BOLSA 2 KG,1.19,0.6,kg,2023-07-10
dia-es,congelados,Helado mini bombón intense dark chocolate 70% 6 unidades MAGNUM   CAJA 264 GR,5.49,20.8,kg,2023-07-10
dia-es,congelados,Helado peanut butter BEN&JERRY'S   FRASCO 425 GR,6.99,16.45,kg,2023-07-10
dia-es,congelados,Helado mini bombón doble caramelo y chocolate 6 unidades MAGNUM   ESTUCHE 284 GR,5.49,19.33,kg,2023-07-10
dia-es,congelados,Helado bombón doble chocolate 3 unidades MAGNUM   ESTUCHE 213 GR,4.29,20.14,kg,2023-07-10
dia-es,congelados,Helado bloque tres sabores TEMPTATION  CAJA 523 GR,1.79,3.42,kg,2023-07-10
dia-es,congelados,Helado sándwich mini 6 unidades OREO   ESTUCHE 198 GR,5.49,27.73,kg,2023-07-10
dia-es,congelados,Helado sabor lima limón 5 unidades CALIPPO   CAJA 525 GR,4.99,9.5,kg,2023-07-10
dia-es,congelados,Helado mini twister 8 unidades TWISTER   ESTUCHE 312 GR,4.99,15.99,kg,2023-07-10
dia-es,congelados,Helado bombón chocolate negro 4 unidades TEMPTATION  CAJA 334 GR,1.99,5.96,kg,2023-07-10
dia-es,congelados,Helado bombón classic 4 unidades TEMPTATION  CAJA 336 GR,1.99,5.92,kg,2023-07-10
dia-es,congelados,Helado mini cono clásico 6 unidades CORNETTO   CAJA 288 GR,4.99,17.33,kg,2023-07-10
dia-es,congelados,Helado sabor fresa 5 unidades CALIPPO   CAJA 525 GR,4.99,9.5,kg,2023-07-10
dia-es,congelados,Helado bombón after dinner frac MAGNUM   CAJA 290 GR,5.49,18.93,kg,2023-07-10
dia-es,congelados,Helado bombón frac 3 unidades MAGNUM   ESTUCHE 207 GR,3.99,19.28,kg,2023-07-10
dia-es,congelados,Helado cono chocolate y vainilla 4 unidades MILKA   CAJA 270 GR,5.49,20.33,kg,2023-07-10
dia-es,congelados,Helado sándwich nata y chocolate 6 unidades SOMOSIERRA   CAJA 300 GR,3.29,10.97,kg,2023-07-10
dia-es,congelados,Helado chocolate belga HAAGEN DAZS   TARRINA 400 GR,6.99,17.48,kg,2023-07-10
dia-es,congelados,Helado tarta de queso HAAGEN DAZS   TARRINA 400 GR,6.99,17.48,kg,2023-07-10
dia-es,congelados,Helado vainilla macadamia HAAGEN DAZS   TARRINA 400 GR,6.99,17.48,kg,2023-07-10
dia-es,congelados,Nata montada congelada SOMOSIERRA   TARRINA 240 GR,2.59,10.79,kg,2023-07-10
dia-es,congelados,Conos de vainilla 4 unidades TEMPTATION  CAJA 272 GR,1.79,6.58,kg,2023-07-10
dia-es,congelados,Helado de vainilla con trozos de chocolate y cookies 4 unidades NESTLE MAXIBON  CAJA 360 GR,5.99,16.64,kg,2023-07-10
dia-es,congelados,Granizado de limón MERCADER  pack 4 unidades VASO 760 GR,1.95,2.57,kg,2023-07-10
dia-es,congelados,Helado de chocolate con trozos TEMPTATION  TARRINA 500 GR,2.89,5.78,kg,2023-07-10
dia-es,congelados,Helado mini bombón almendrado sin azúcares añadidos 6 unidades NESTLE   CAJA 162 GR,6.35,39.2,kg,2023-07-10
dia-es,congelados,Helado bombón de limón 3 unidades TEMPTATION  ESTUCHE 195 GR,2.49,12.77,kg,2023-07-10
dia-es,congelados,Helado drácula de vainilla y sorbete de fresa cubierto de cola 6 unidades FRIGO   CAJA 264 GR,4.99,18.9,kg,2023-07-10
dia-es,congelados,Helado pirulo fantasmikos 15 unidades NESTLE   CAJA 240 GR,5.19,21.63,kg,2023-07-10
dia-es,congelados,Pizza 4 quesos DIA DIA  CAJA 400 GR,2.49,6.23,kg,2023-07-10
dia-es,congelados,Baguette jamón y queso 2 unidades DIA DIA  CAJA 250 GR,1.89,7.56,kg,2023-07-10
dia-es,congelados,Bases de pizza finas DIA DIA  BOLSA 420 GR,1.99,4.74,kg,2023-07-10
dia-es,congelados,Mini pizzas jamón y queso DIA DIA  CAJA 270 GR,2.55,9.44,kg,2023-07-10
dia-es,congelados,Pizza jamón y queso BUITONI FORNO DI PIETRA  CAJA 350 GR,4.38,12.51,kg,2023-07-10
dia-es,congelados,Pizza caprese BUITONI FORNO DI PIETRA  CAJA 350 GR,4.38,12.51,kg,2023-07-10
dia-es,congelados,Pizza barbacoa DIA DIA  CAJA 350 GR,2.55,7.29,kg,2023-07-10
dia-es,congelados,Pizza atún y bacon DIA DIA  CAJA 400 GR,2.55,6.38,kg,2023-07-10
dia-es,congelados,Pizza masa fina jamón y queso DIA DIA  CAJA 350 GR,2.55,7.29,kg,2023-07-10
dia-es,congelados,Pizza crispy bacon AL PUNTO  CAJA 450 GR,4.05,9.0,kg,2023-07-10
dia-es,congelados,Pizza carbonara AL PUNTO  CAJA 465 GR,4.05,8.71,kg,2023-07-10
dia-es,congelados,Pizza 6 quesos AL PUNTO  CAJA 470 GR,4.05,8.62,kg,2023-07-10
dia-es,congelados,Pizza reina 2 unidades DIA DIA  CAJA 700 GR,3.45,4.93,kg,2023-07-10
dia-es,congelados,Pizza campestre DIA DIA  CAJA 400 GR,2.55,6.38,kg,2023-07-10
dia-es,congelados,Pizza boloñesa DIA DIA  CAJA 375 GR,2.55,6.8,kg,2023-07-10
dia-es,congelados,Mini pizzas 3 quesos BUITONI PICCOLINIS  CAJA 270 GR,4.45,16.48,kg,2023-07-10
dia-es,congelados,Pizza speciale DR OETKER RISTORANTE  CAJA 330 GR,3.79,11.48,kg,2023-07-10
dia-es,congelados,Pizza atún DR OETKER RISTORANTE  CAJA 355 GR,3.79,10.68,kg,2023-07-10
dia-es,congelados,Pannini barbacoa DR OETKER   CAJA 250 GR,3.69,14.76,kg,2023-07-10
dia-es,congelados,Mini pizzas de jamón y queso BUITONI PICCOLINIS  CAJA 270 GR,4.45,16.48,kg,2023-07-10
dia-es,congelados,Pannini jamón y queso DR OETKER   CAJA 250 GR,3.69,14.76,kg,2023-07-10
dia-es,congelados,Pizza mozzarella sin gluten DR OETKER RISTORANTE  CAJA 370 GR,4.99,13.49,kg,2023-07-10
dia-es,congelados,Pizza prosciutto sin gluten DR OETKER   CAJA 345 GR,4.99,14.46,kg,2023-07-10
dia-es,congelados,Pizza 4 quesos DR OETKER LA MIA GRANDE  CAJA 400 GR,5.99,14.98,kg,2023-07-10
dia-es,congelados,Pizza spinaci DR OETKER RISTORANTE  CAJA 390 GR,3.79,9.72,kg,2023-07-10
dia-es,congelados,Pizza prosciutto DR OETKER RISTORANTE  CAJA 330 GR,3.79,11.48,kg,2023-07-10
dia-es,congelados,Pizza barbacoa BUITONI FORNO DI PIETRA  CAJA 325 GR,4.38,13.48,kg,2023-07-10
dia-es,congelados,Pizza 4 quesos DR OETKER RISTORANTE  CAJA 340 GR,3.79,11.15,kg,2023-07-10
dia-es,congelados,Pizza prosciutto y funghi DR OETKER CASA DI MAMA  CAJA 380 GR,4.89,12.87,kg,2023-07-10
dia-es,congelados,Filete de merluza argentino sin piel MARI MARINERA  BOLSA 400 GR,3.19,7.98,kg,2023-07-10
dia-es,congelados,Caprichos del mar MARI MARINERA  BOLSA 400 GR,1.89,4.73,kg,2023-07-10
dia-es,congelados,Gambas peladas medianas 80/100 piezas MARI MARINERA  BOLSA 350 GR,4.89,13.97,kg,2023-07-10
dia-es,congelados,Rabas empanadas MARI MARINERA  BOLSA 400 GR,2.89,7.23,kg,2023-07-10
dia-es,congelados,Muslitos de mar MARI MARINERA  CAJA 250 GR,1.49,5.96,kg,2023-07-10
dia-es,congelados,Lomos de salmón SELECCION MUNDIAL  BOLSA 250 GR,6.39,25.56,kg,2023-07-10
dia-es,congelados,Varitas de merluza MSC MARI MARINERA  CAJA 300 GR,2.09,6.97,kg,2023-07-10
dia-es,congelados,Almeja del pacífico MARI MARINERA  BOLSA 450 GR,1.79,3.98,kg,2023-07-10
dia-es,congelados,Palitos de surimi ultracongelados MSC MARI MARINERA  BOLSA 450 GR,1.99,4.42,kg,2023-07-10
dia-es,congelados,Merluza rebozada al huevo MSC MARI MARINERA  CAJA 340 GR,2.69,7.91,kg,2023-07-10
dia-es,congelados,Preparado para paellas y sopas MARI MARINERA  BOLSA 685 GR,4.29,6.26,kg,2023-07-10
dia-es,congelados,Filete de merluza del cabo sin piel MSC MARI MARINERA  BOLSA 600 GR,4.99,8.32,kg,2023-07-10
dia-es,congelados,Medallones de merluza del cabo MSC MARI MARINERA  BOLSA 475 GR,3.59,7.56,kg,2023-07-10
dia-es,congelados,Filetes de bacalao MSC MARI MARINERA  BANDEJA 400 GR,5.59,13.98,kg,2023-07-10
dia-es,congelados,Tiras de potón MARI MARINERA  BOLSA 350 GR,2.99,8.54,kg,2023-07-10
dia-es,congelados,Anguriñas PESCANOVA   BANDEJA 200 GR,1.99,9.95,kg,2023-07-10
dia-es,congelados,Gambas peladas grandes 40/60 piezas MARI MARINERA  BOLSA 350 GR,5.89,16.83,kg,2023-07-10
dia-es,congelados,Carne de mejillón cocido MARI MARINERA  BOLSA 250 GR,2.15,8.6,kg,2023-07-10
dia-es,congelados,Rodajas de merluza del cabo MSC MARI MARINERA  BOLSA 550 GR,3.99,7.25,kg,2023-07-10
dia-es,congelados,Langostino crudo grande 32/48 piezas MARI MARINERA  CAJA 800 GR,7.99,9.99,kg,2023-07-10
dia-es,congelados,Filetes de merluza sin piel baby PESCANOVA   BOLSA 400 GR,5.19,12.98,kg,2023-07-10
dia-es,congelados,Corazones de merluza PESCANOVA   CAJA 500 GR,6.79,13.58,kg,2023-07-10
dia-es,congelados,Filetes de bacalao PESCANOVA   BANDEJA 400 GR,7.89,19.73,kg,2023-07-10
dia-es,congelados,Preparado de paella con caldo MARI MARINERA  BANDEJA 500 GR,3.69,7.38,kg,2023-07-10
dia-es,congelados,Anillas a la romana MARI MARINERA  BOLSA 400 GR,3.79,9.48,kg,2023-07-10
dia-es,congelados,Langostino cocido grande 32/48 piezas MARI MARINERA  CAJA 800 GR,7.99,9.99,kg,2023-07-10
dia-es,congelados,Gulas ultracongeladas LA GULA DEL NORTE   BANDEJA 200 GR,5.99,29.95,kg,2023-07-10
dia-es,congelados,Cola de rape congelada FANDICOSTA   BOLSA 550g,8.77,15.95,kg,2023-07-10
dia-es,congelados,Caprichos del mar PESCANOVA   BOLSA 400 GR,2.99,7.48,kg,2023-07-10
dia-es,congelados,Filete de lubina con piel  ALIGATOR   BOLSA 180 GR,3.99,22.17,kg,2023-07-10
dia-es,congelados,Filetes de gallineta MAR NATURAL   BOLSA 400 GR,3.99,9.98,kg,2023-07-10
dia-es,congelados,Sepia faraónica MARI MARINERA  BOLSA 400 GR,5.19,12.98,kg,2023-07-10
dia-es,congelados,Filete de merluza empanado COCINARTE   BOLSA 600 GR,4.89,8.15,kg,2023-07-10
dia-es,congelados,Colas de gamba rebozadas COCINARTE   BOLSA 200 GR,2.79,13.95,kg,2023-07-10
dia-es,congelados,Supremas de merluza MSC NOS   CAJA 400 GR,3.79,9.48,kg,2023-07-10
dia-es,congelados,Tortillitas de camarón TERRANOVA   BOLSA 400 GR,3.39,8.48,kg,2023-07-10
dia-es,congelados,Nuggets de pescado extracrujientes MSC FINDUS   CAJA 245 GR,3.29,13.43,kg,2023-07-10
dia-es,congelados,Varitas de pescado MSC FINDUS   CAJA 280 GR,3.29,11.75,kg,2023-07-10
dia-es,congelados,Nuggets de merluza PESCANOVA   BOLSA 300 GR,2.39,7.97,kg,2023-07-10
dia-es,congelados,Filetes de atún MSC MARI MARINERA  BANDEJA 250 GR,4.29,17.16,kg,2023-07-10
dia-es,congelados,Calamar troceado MARI MARINERA  BOLSA 450 GR,4.89,10.87,kg,2023-07-10
dia-es,congelados,Anilla de pota MARI MARINERA  BOLSA 350 GR,4.79,13.69,kg,2023-07-10
dia-es,congelados,Boquerón enharinado FANDICOSTA   BOLSA 400 GR,3.89,9.73,kg,2023-07-10
dia-es,congelados,Lomos de bacalao sin piel DIMAR   BOLSA 300 GR,6.29,20.97,kg,2023-07-10
dia-es,congelados,Cola de camarón cocido ALIGATOR   BOLSA 200 GR,4.29,21.45,kg,2023-07-10
dia-es,congelados,Porciones de bacalao sin piel MSC AR-T MORHUA   BOLSA 500 GR,7.59,15.18,kg,2023-07-10
dia-es,congelados,Pulpo crudo TERRA NOVA   BANDEJA 2Kg,31.98,15.99,kg,2023-07-10
dia-es,congelados,Filete de salmón salvaje MARI MARINERA  BOLSA 360 GR,6.99,19.42,kg,2023-07-10
dia-es,congelados,Gambón crudo MARI MARINERA  CAJA 800 GR,9.99,12.49,kg,2023-07-10
dia-es,congelados,Chipirón enharinado MARI MARINERA  BOLSA 250 GR,3.29,13.16,kg,2023-07-10
dia-es,congelados,Lomos de merluza PESCANOVA   BOLSA 360 GR,6.69,18.58,kg,2023-07-10
dia-es,congelados,Navajas crudas MSC MARI MARINERA  BANDEJA 400 GR,3.49,8.73,kg,2023-07-10
dia-es,congelados,Gulas con gambas ultracongeladas MARI MARINERA  BANDEJA 250 GR,3.39,13.56,kg,2023-07-10
dia-es,congelados,Gulas clásicas ultracongeladas MSC MARI MARINERA  BANDEJA 250 GR,3.09,12.36,kg,2023-07-10
dia-es,congelados,Filetes de abadejo MSC MARI MARINERA  BOLSA 850 GR,5.99,7.05,kg,2023-07-10
dia-es,congelados,Bacalao dorado MARVANEJO   BANDEJA 240 GR,2.99,12.46,kg,2023-07-10
dia-es,congelados,Varitas de merluza PESCANOVA   BOLSA 450 GR,3.65,8.11,kg,2023-07-10
dia-es,congelados,Colas de gambón pelado crudo MARI MARINERA  BANDEJA 200 GR,5.25,26.25,kg,2023-07-10
dia-es,congelados,Calamar limpio PESCANOVA   BANDEJA 400 GR,6.29,15.73,kg,2023-07-10
dia-es,congelados,Peskitos de merluza empanada PESCANOVA   CAJA 400 GR,3.85,9.63,kg,2023-07-10
dia-es,congelados,Nuggets de pollo AL PUNTO  BOLSA 400 GR,2.99,7.48,kg,2023-07-10
dia-es,congelados,San jacobo AL PUNTO  BOLSA 320 GR,1.19,3.72,kg,2023-07-10
dia-es,congelados,Fingers de pollo AL PUNTO  BOLSA 400 GR,3.29,8.23,kg,2023-07-10
dia-es,congelados,Kebab loncheado de pollo GOURMET KEBAB   BOLSA 250 GR,3.69,14.76,kg,2023-07-10
dia-es,congelados,Nuggets de pollo y queso AL PUNTO  BOLSA 400 GR,3.29,8.23,kg,2023-07-10
dia-es,congelados,Crunchy de pollo con salsa barbacoa FRIPOZO   BOLSA 300 GR,2.49,8.3,kg,2023-07-10
dia-es,congelados,Arroz tres delicias AL PUNTO  BOLSA 850 GR,2.49,2.93,kg,2023-07-10
dia-es,congelados,Mezcla de pimientos VEGECAMPO  BOLSA 400 GR,0.99,2.48,kg,2023-07-10
dia-es,congelados,Guisantes VEGECAMPO  BOLSA 1 KG,1.39,1.39,kg,2023-07-10
dia-es,congelados,Cebolla troceada VEGECAMPO  BOLSA 400 GR,0.95,2.38,kg,2023-07-10
dia-es,congelados,Brócoli VEGECAMPO  BOLSA 900 GR,1.82,2.02,kg,2023-07-10
dia-es,congelados,Ensaladilla  VEGECAMPO  BOLSA 1 KG,1.05,1.05,kg,2023-07-10
dia-es,congelados,Braseado de verduras con pollo asado AL PUNTO  BOLSA 400 GR,1.89,4.73,kg,2023-07-10
dia-es,congelados,"Relleno para fajitas con pollo, pimientos y cebolla AL PUNTO  BOLSA 300 GR",1.99,6.63,kg,2023-07-10
dia-es,congelados,Espinacas cortadas VEGECAMPO  BOLSA 450 GR,0.82,1.82,kg,2023-07-10
dia-es,congelados,Menestra de verduras VEGECAMPO  BOLSA 1 KG,1.2,1.2,kg,2023-07-10
dia-es,congelados,Salteado de setas AL PUNTO  BOLSA 450 GR,1.75,3.89,kg,2023-07-10
dia-es,congelados,"Salteado de gambas, ajetes y espárragos verdes AL PUNTO  BOLSA 400 GR",2.95,7.38,kg,2023-07-10
dia-es,congelados,Parrillada de verduras asadas AL PUNTO  BOLSA 450 GR,1.69,3.76,kg,2023-07-10
dia-es,congelados,Salteado de verduras AL PUNTO  BOLSA 450 GR,1.14,2.53,kg,2023-07-10
dia-es,congelados,Coliflor VEGECAMPO  BOLSA 1 KG,1.88,1.88,kg,2023-07-10
dia-es,congelados,Pisto de verduras con tomate AL PUNTO  BOLSA 450 GR,1.99,4.42,kg,2023-07-10
dia-es,congelados,Ajo troceado VEGECAMPO  BOLSA 150 GR,1.14,7.6,kg,2023-07-10
dia-es,congelados,"Brócoli, coliflor y zanahoria VEGECAMPO  BOLSA 1 KG",1.99,1.99,kg,2023-07-10
dia-es,congelados,Risotto al funghi AL PUNTO  BOLSA 500 GR,1.89,3.78,kg,2023-07-10
dia-es,congelados,Paella de marisco AL PUNTO  BOLSA 600 GR,2.69,4.48,kg,2023-07-10
dia-es,congelados,Menestra de la huerta FINDUS   BOLSA 650 GR,4.32,6.65,kg,2023-07-10
dia-es,congelados,Menestra de la huerta FINDUS   BOLSA 750 GR,4.61,6.15,kg,2023-07-10
dia-es,congelados,Espárragos verdes VERLEAL   BOLSA 300 GR,3.36,11.2,kg,2023-07-10
dia-es,congelados,Guisantes superfinos VEGECAMPO  BOLSA 300 GR,1.14,3.8,kg,2023-07-10
dia-es,congelados,Guisantes superfinos FINDUS   BOLSA 550 GR,3.65,6.64,kg,2023-07-10
dia-es,congelados,Judías verdes planas FINDUS   BOLSA 800 GR,3.84,4.8,kg,2023-07-10
dia-es,congelados,Guisantes finos FINDUS   BOLSA 800 GR,3.84,4.8,kg,2023-07-10
dia-es,congelados,Ensaladilla FINDUS   BOLSA 800 GR,3.84,4.8,kg,2023-07-10
dia-es,congelados,Salteado estilo mediterráneo BONDUELLE   BOLSA 400 GR,3.39,8.48,kg,2023-07-10
dia-es,congelados,Salteado estilo parisino BONDUELLE   BOLSA 400 GR,3.39,8.48,kg,2023-07-10
dia-es,congelados,Wok de verduras AL PUNTO  BOLSA 450 GR,1.99,4.42,kg,2023-07-10
dia-es,congelados,Alcachofas baby VEGECAMPO  BOLSA 300 GR,2.88,9.6,kg,2023-07-10
dia-es,congelados,Arroz negro con calamar y gambas AL PUNTO  BOLSA 600 GR,2.89,4.82,kg,2023-07-10
dia-es,congelados,Espinacas cortadas FINDUS   BOLSA 400 GR,2.3,5.75,kg,2023-07-10
dia-es,congelados,Habas baby VEGECAMPO  BOLSA 400 GR,1.49,3.73,kg,2023-07-10
dia-es,congelados,Alcachofa troceada VEGECAMPO  BOLSA 400 GR,2.59,6.48,kg,2023-07-10
dia-es,congelados,Patatas prefritas PATATAS UNIDAS  BOLSA 2 KG,3.39,1.7,kg,2023-07-10
dia-es,congelados,Patatas prefritas PATATAS UNIDAS  BOLSA 1 KG,1.79,1.79,kg,2023-07-10
dia-es,congelados,Patatas finas prefritas PATATAS UNIDAS  BOLSA 1 KG,2.1,2.1,kg,2023-07-10
dia-es,congelados,Patatas gajo PATATAS UNIDAS  BOLSA 750 GR,1.99,2.65,kg,2023-07-10
dia-es,congelados,Patatas fritas tradition MCCAIN   BOLSA 1 KG,3.49,3.49,kg,2023-07-10
dia-es,congelados,Patatas bravas prefritas PATATAS UNIDAS  BOLSA 750 GR,1.79,2.39,kg,2023-07-10
dia-es,congelados,Patatas fritas golden long MCCAIN   BOLSA 1 KG,3.49,3.49,kg,2023-07-10
dia-es,congelados,Patatas gajo barbacoa MCCAIN   BOLSA 750 GR,3.29,4.39,kg,2023-07-10
dia-es,congelados,Mini empanadillas de atún AL PUNTO  BOLSA 400 GR,1.55,3.88,kg,2023-07-10
dia-es,congelados,Croquetas de jamón AL PUNTO  BOLSA 500 GR,1.25,2.5,kg,2023-07-10
dia-es,congelados,Gyozas de pollo VICI   BOLSA 400 GR,3.99,9.98,kg,2023-07-10
dia-es,congelados,Empanadillas de atún MSC LA COCINERA   CAJA 312 GR,4.99,15.99,kg,2023-07-10
dia-es,congelados,Empanadillas de atún AL PUNTO  BOLSA 500 GR,1.79,3.58,kg,2023-07-10
dia-es,congelados,Croquetas de pollo AL PUNTO  BOLSA 450 GR,1.55,3.44,kg,2023-07-10
dia-es,congelados,Croquetas de cocido AL PUNTO  BOLSA 350 GR,1.95,5.57,kg,2023-07-10
dia-es,congelados,Croquetas de jamón ibérico AL PUNTO  BOLSA 350 GR,1.95,5.57,kg,2023-07-10
dia-es,congelados,Croquetas de marisco AL PUNTO  BOLSA 350 GR,2.49,7.11,kg,2023-07-10
dia-es,congelados,Croquetas artesanas de jamón ibérico LA COCINERA   BOLSA 400 GR,4.99,12.48,kg,2023-07-10
dia-es,congelados,Croquetas de jamón ibérico FINDUS   CAJA 340 GR,3.99,11.74,kg,2023-07-10
dia-es,congelados,Churros lazo FRISE   BOLSA 500 GR,1.69,3.38,kg,2023-07-10
dia-es,congelados,Porras fritas FRISE   BOLSA 250 GR,2.39,9.56,kg,2023-07-10
dia-es,congelados,Tarta de queso con frambuesas PHILADELPHIA   CAJA 390 GR,7.49,19.21,kg,2023-07-10
dia-es,congelados,Tarta bombón SAN MARTIN   BANDEJA 1 KG,10.99,10.99,kg,2023-07-10
dia-es,congelados,Tarta de queso con galletas oreo OREO   CAJA 350 GR,7.49,21.4,kg,2023-07-10
dia-es,congelados,Tarta bombón infantil niño SAN MARTIN   BANDEJA 500 GR,6.29,12.58,kg,2023-07-10
dia-es,congelados,Tarta de zanahoria SAN MARTIN   BANDEJA 770 GR,10.69,13.88,kg,2023-07-10
dia-es,congelados,Brazo de chocolate SIETEM   BANDEJA 500 GR,7.0,14.0,kg,2023-07-10
dia-es,congelados,Trenza de Huesca   BANDEJA 450 GR,11.49,25.53,kg,2023-07-10
dia-es,congelados,Lasaña boloñesa AL PUNTO  CAJA 300 GR,1.65,5.5,kg,2023-07-10
dia-es,congelados,Canelón de carne AL PUNTO  CAJA 300 GR,1.65,5.5,kg,2023-07-10
dia-es,congelados,Canelón de atún AL PUNTO  CAJA 300 GR,1.69,5.63,kg,2023-07-10
dia-es,congelados,Lasaña de verdura AL PUNTO  CAJA 300 GR,1.75,5.83,kg,2023-07-10
dia-es,congelados,Lasaña boloñesa LA COCINERA   CAJA 500 GR,4.99,9.98,kg,2023-07-10
dia-es,congelados,Frutos rojos CONGELADOS DE NAVARRA   BOLSA 300 GR,1.63,5.43,kg,2023-07-10
dia-es,congelados,Palitos de mozzarella DIA DIA  BOLSA 400 GR,3.59,8.98,kg,2023-07-10
dia-es,congelados,Rollitos de primavera AL PUNTO  CAJA 450 GR,3.19,7.09,kg,2023-07-10
dia-es,congelados,Pimientos del piquillo rellenos de bacalao FRISA   BOLSA 135 GR,1.39,10.3,kg,2023-07-10
dia-es,congelados,Arándanos CONGELADOS DE NAVARRA   BOLSA 300 GR,2.11,7.03,kg,2023-07-10
dia-es,congelados,Tequeños de queso TEKEFINGER   CAJA 190 GR,2.99,15.74,kg,2023-07-10
dia-es,congelados,Rollitos de primavera VICI   CAJA 300 GR,2.69,8.97,kg,2023-07-10
dia-es,congelados,Nuggets veganos THE VEGETARIAN BUTCHER   CAJA 180 GR,3.99,22.17,kg,2023-07-10
dia-es,congelados,Kikiricrunch burger vegana THE VEGETARIAN BUTCHER   CAJA 180 GR,3.99,22.17,kg,2023-07-10
dia-es,agua_refrescos_y_zumos,Agua mineral natural DIA  GARRAFA 5 LT,0.69,0.14,l,2023-07-10
dia-es,agua_refrescos_y_zumos,Agua mineral natural BEZOYA   BOTELLA 1.5 LT,0.75,0.5,l,2023-07-10
dia-es,agua_refrescos_y_zumos,Agua mineral natural DIA  BOTELLA 1.5 LT,0.27,0.18,l,2023-07-10
dia-es,agua_refrescos_y_zumos,Agua mineral con gas DIA  BOTELLA 1.5 LT,0.4,0.27,l,2023-07-10
dia-es,agua_refrescos_y_zumos,Agua mineral natural AQUAREL   BOTELLA 1.5 LT,0.59,0.39,l,2023-07-10
dia-es,agua_refrescos_y_zumos,Agua mineral natural FONT VELLA   BOTELLA 1.5 LT,0.73,0.49,l,2023-07-10
dia-es,agua_refrescos_y_zumos,Agua mineral natural SOLAN DE CABRAS   BOTELLA 1.5 LT,0.87,0.58,l,2023-07-10
dia-es,agua_refrescos_y_zumos,Agua mineral natural BEZOYA  pack 6 unidades BOTELLA 1.5 LT,4.5,0.5,l,2023-07-10
dia-es,agua_refrescos_y_zumos,Agua mineral natural DIA  BOTELLA 50 CL,0.23,0.46,l,2023-07-10
dia-es,agua_refrescos_y_zumos,Agua mineral natural FONT VELLA   GARRAFA 6.25 LT,2.29,0.37,l,2023-07-10
dia-es,agua_refrescos_y_zumos,Agua mineral natural DIA  BOTELLA 33 CL,0.27,0.82,l,2023-07-10
dia-es,agua_refrescos_y_zumos,Agua mineral natural AQUABONA   BOTELLA 1.5 LT,0.59,0.39,l,2023-07-10
dia-es,agua_refrescos_y_zumos,Agua mineral natural AQUAREL   GARRAFA 5 LT,1.69,0.34,l,2023-07-10
dia-es,agua_refrescos_y_zumos,Agua mineral con gas DIA  BOTELLA 50 CL,0.27,0.54,l,2023-07-10
dia-es,agua_refrescos_y_zumos,Agua mineral natural SOLAN DE CABRAS   GARRAFA 5 LT,2.5,0.5,l,2023-07-10
dia-es,agua_refrescos_y_zumos,Agua mineral natural AQUAREL   BOTELLA 50 CL,0.6,1.2,l,2023-07-10
dia-es,agua_refrescos_y_zumos,Agua mineral natural FONT VELLA   BOTELLA 50 CL,0.64,1.28,l,2023-07-10
dia-es,agua_refrescos_y_zumos,Agua mineral con gas FONTER   BOTELLA 1 LT,1.09,1.09,l,2023-07-10
dia-es,agua_refrescos_y_zumos,Agua mineral natural BEZOYA   BOTELLA 1.5 LT,0.75,0.5,l,2023-07-10
dia-es,agua_refrescos_y_zumos,Agua mineral natural AQUAREL   BOTELLA 33 CL,0.54,1.64,l,2023-07-10
dia-es,agua_refrescos_y_zumos,Agua con gas SAN PELLEGRINO   BOTELLA 50 CL,0.99,1.98,l,2023-07-10
dia-es,agua_refrescos_y_zumos,Agua con gas SOLAN DE CABRAS   LATA 33 CL,0.99,3.0,l,2023-07-10
dia-es,agua_refrescos_y_zumos,Agua con gas FONT VELLA   BOTELLA 50 CL,0.92,1.84,l,2023-07-10
dia-es,agua_refrescos_y_zumos,Agua mineral natural alcalina ph9 URSU9   BOTELLA 1.5 LT,0.79,0.53,l,2023-07-10
dia-es,agua_refrescos_y_zumos,Agua mineral natural AQUAREL   BOTELLA 75 CL,0.73,0.97,l,2023-07-10
dia-es,agua_refrescos_y_zumos,Agua mineral con gas PERRIER   BOTELLA 50 CL,1.1,2.2,l,2023-07-10
dia-es,agua_refrescos_y_zumos,Agua mineral natural FONT VELLA   BOTELLA 75 CL,0.95,1.27,l,2023-07-10
dia-es,agua_refrescos_y_zumos,Agua mineral natural FONT VELLA   BOTELLA 33 CL,0.82,2.48,l,2023-07-10
dia-es,agua_refrescos_y_zumos,Bebida refrescante de agua mineral con zumo de limón FONT VELLA   BOTELLA 1.25 LT,1.94,1.55,l,2023-07-10
dia-es,agua_refrescos_y_zumos,Agua mineral natural AQUABONA   BOTELLA 500 ML,0.55,1.1,l,2023-07-10
